58.4351055542,54.3638858806,0
36.2155001091,99.8194357422,0
64.2769888749,85.8080605867,1
75.0892529594,45.2734152282,0
35.0836400264,75.737720336,0
84.7523936625,57.0580462161,1
51.9977202691,47.2062902635,0
98.1433677692,66.5689216056,1
82.7187537571,44.4682551597,0
53.8977517713,49.7227014578,0
64.5726757612,55.4109919484,0
80.393034926,73.1582000018,1
101.32159928,87.87782233,1
62.3230637967,98.5688241241,1
93.4149744981,93.6462925455,1
81.1448179407,77.9131193504,1
99.7225269293,60.9990309984,1
93.396714114,46.7406018065,1
39.0245138532,63.1963424584,0
54.586496119,52.3045388132,0
50.2866772163,63.3589509945,0
99.7456339601,73.1115727242,1
34.6772001681,98.6485476139,0
77.4486913672,70.9245712266,1
72.5964620586,79.4535622452,1
79.2456114657,88.5099366733,1
39.5361128153,49.1705139472,0
61.1538174971,43.7114725106,0
34.8588224467,51.8929738672,0
47.2682617248,69.4500861456,0
68.9608944724,43.3920980794,0
42.1575509838,97.8351854891,1
52.9225632191,52.1832118207,0
82.0795740147,93.7660608134,1
68.8967185694,64.9913940274,1
33.1228330406,44.0571730643,0
64.7893204151,80.7816880202,1
73.2464942258,100.4775929676,1
62.5078857392,75.5949980976,1
63.1909562173,78.1584483128,1
101.1778577969,73.1692519338,1
49.8642691085,89.4758649956,1
51.9081598029,80.4598595298,1
61.9555562927,43.1084094357,0
84.3266615779,42.9198785372,0
93.7138964167,73.8037888984,1
97.6345067243,46.4943068025,1
70.9692574692,69.3393531775,1
61.5387063157,62.0642819801,1
84.3667560017,91.9601478975,1
71.2185217859,85.7443071045,1
43.1254545385,82.1947860015,0
79.7277020053,91.4745389975,1
78.885424349,100.6474271689,1
54.9480039879,61.919505256,0
94.9943311252,77.4091050907,1
94.348550971,87.9587917648,1
57.0321611407,36.0207034723,0
78.2426924184,86.9451368493,1
93.9958067072,49.8582836109,1
88.289162745,51.8302857973,1
44.56170081,91.4038509403,1
100.4150088051,73.6754094721,1
56.04001756,66.5319380069,1
78.1258930009,92.2298128951,1
34.7236596245,82.2246928154,0
31.7867107682,45.944997524,0
40.1974087699,77.5021980271,0
62.2825993862,87.9085520955,1
79.2827360507,79.2443764369,1
47.4332774767,57.7163717815,0
65.4066645368,99.5114258849,1
76.0247455674,50.6040135412,1
80.9487867023,92.4205697193,1
85.4328199612,46.1333933107,1
99.4115550709,38.925278058,0
78.7636583896,31.6532632343,0
82.957053374,80.4319633024,1
70.6645887597,100.8186919619,1
44.1383391437,79.6868108512,0
57.7710521486,90.1573501375,1
71.5701440628,54.1404697302,1
71.0968554771,51.1285741067,0
72.711509555,95.1271378936,1
81.2787837275,52.3259636498,1
67.5220275457,44.7384383203,0
91.9767757507,68.3493659275,1
54.3847882899,51.7058115276,0
36.9620609779,48.4595285987,0
80.3240914546,69.3223599933,1
64.57101367,73.7544579545,1
83.240180751,46.9716289322,1
94.0643887974,38.8006703371,0
62.2802060231,52.4561078924,0
40.7358037968,67.7456809554,0
66.0792894474,73.7078873132,1
87.0545193941,61.6519839763,1
56.7579797319,64.9276237688,0
52.9954047683,69.7328601205,1
40.5368937355,75.3677480218,0

